,tmdb_id,imdb_id,title,year,Unnamed: 4,cast,Director,Epk Director,Epk Producer,Executive Music Producer,Executive Producer,Music,Music Director,Music Editor,Music Producer,Original Music Composer,Producer,Songs,Writer
30,470,tt0315733,21 Grams,2004,,"Sean Penn, Naomi Watts, Benicio del Toro, Danny Huston, Carly Nahon, Claire Pakis, Eddie Marsan, Melissa Leo, Charlotte Gainsbourg, Clea DuVall, Teresa Delgado, Denis O'Hare, John Rubinstein, Marc Musso, Tony Vaughn, Paul Calderon, Trent Dee, Loyd Keith Salter, Carlo Alban, Annie Corley, Catherine Dent, Anastasia Herin, Arita Trahan, Roberto Medina, Tom Irwin, Lew Temple, Charlie B. Brown, Adriana Barraza, Kevin Chapman",Alejandro González Iñárritu,,,,Ted Hope,,,,,Gustavo Santaolalla,"Alejandro González Iñárritu, Guillermo Arriaga, Robert Salerno",,
31,64688,tt1232829,21 Jump Street,2012,,"Jonah Hill, Channing Tatum, Brie Larson, Dave Franco, Rob Riggle, Ice Cube, DeRay Davis, Ellie Kemper, Jake Johnson, Chris Parnell, Nick Offerman, Holly Robinson Peete, Lindsey Broad, Johnny Simmons, Spencer Boldman, Rye Rye, Caroline Aaron, Dakota Johnson, Valerie Tian, Luis Da Silva Jr., Johnny Depp, Peter DeLuise, Johnny Pemberton, Joe Chrest, Candi Brooks, Brittney Alger, Dax Flame, Geraldine Singer, Turner Crumbley, Stanley Wong, Britton Frost, D.J. Mills, Allyson Leigh Jordan","Phil Lord, Christopher Miller",,,,"Jonah Hill, Ezra Swerdlow, Channing Tatum, Tania Landau",,,Katie Greathouse,,Mark Mothersbaugh,"Neal H. Moritz, Stephen J. Cannell",,
32,187017,tt2294449,22 Jump Street,2014,,"Jonah Hill, Channing Tatum, Peter Stormare, Wyatt Russell, Amber Stevens West, Jillian Bell, Ice Cube, Keith Lucas, Kenneth Lucas, Nick Offerman, Jimmy Tatro, Caroline Aaron, Craig Roberts, Marc Evan Jackson, Joe Chrest, Eddie J. Fernandez, Rye Rye, Johnny Pemberton, Stanley Wong, Dax Flame, Diplo, Tyler Forrest, John Bostic, Richard Grieco, Dustin Nguyen, Ian Hoch, Kate Adair, Drew Cross, Katrina Despain, Oscar Gale, Janeline Hayes, Jackie Bohne, Jason Richard Allan Foster, Toby Nichols, Toby Holguin, Eddie Perez, Mickey Facchinello, Tom Ventura, Brian Schacter, Sam Schweikert, Jack Maloney, Rob Riggle, Dave Franco, Queen Latifah, Patton Oswalt, H. Jon Benjamin, Anna Faris, Bill Hader, Seth Rogen, Will Forte, Ramiro 'Ramir' Delgado Ruiz, Rachel Acuna, Vanessa Amaya, Chris Angerdina, John L. Armijo, Eric Berris, Libby Blanton, Renaldo Brady, Emanuel Brooks, Tom Bui, Gustavo Cardozo, Blas Sien Diaz, Eddie Eniel, Joseph Fischer, Julian Garnik, Juan Gaspard, Kurt Grossi, Lyle R. Guidroz, Gene Kevin Hames Jr., Christopher Heskey, Jacquelyn Twodat Jackson, Allyson Leigh Jordan, Skyler Joy, Adam Karchmer, Kurt Krause, Joshua Lamboy, Cynthia LeBlanc, Elton LeBlanc, Jaci LeJeune, Jacqueline Harris Matherne, Ashlyn McEvers, Quintin McKemie II, Anna Medley, David Stephen Mitchell, Jesse Moore, Jean Pierre Prats, Anthony Ramsey, Lisa Raziano, Gus Rhodes, Edwin Richardson, Jeff Sanders, Larissa Santiago, William Schaff, Robert Segari, Carl Singleton, Anne Speed, Sean Stevens, John Teal Jr., Steve Terada, Joseph Uzzell, Donald Watkins, Stephen Daniel Wayne, Douglas Wilcox II, Steven Williams, Michael Wozniak, Jesse Yarborough, Don Yesso, Ahmed Zakzouk, Will Ferrell","Phil Lord, Christopher Miller",,,,"Tania Landau, Phil Lord, Stephen J. Cannell, Christopher Miller, Brian Bell, Reid Carolin",,,,,Mark Mothersbaugh,"Neal H. Moritz, Jonah Hill, Channing Tatum",,
33,2750,tt0274309,24 Hour Party People,2002,,"Steve Coogan, Paddy Considine, Sean Harris, Lennie James, Shirley Henderson, Andy Serkis, John Simm, Ralf Little, Danny Cunningham, Peter Kay, John Thomson, Kate Magowan, Martin Hancock, Dave Gorman, Enzo Cilenti, Tony Wilson, Simon Pegg, Rob Brydon, Chris Coghill, Kieran O'Brien, Keith Allen, Paul Popplewell, Rowetta, Ron Cook, Raymond Waring, Christopher Eccleston, Smug Roberts, Clint Boon, Terri Seymour, Naomi Radcliffe, Mark E. Smith, Howard DeVoto, Nigel Pivaro, Margi Clarke, Peter Gunn, Kenny Baker, Neil Bell, Fiona Allen, Tim Horrocks, Collette Cooper, Tracy Cunliffe, Elizabeth Kelly, Darren Tighe, Mike Pickering, Anna Tyborczyk, Paul Ryder, Sean Cernow, Toby Salaman, Martin Coogan, Helen Schlesinger, Daniel Lestuzzi, Mark Windows, Duncan Whitworth, Joshua McNicholas, Simon Ding Archer, Kenny Baker",Michael Winterbottom,,,,,,,Joakim Sundström,,,Andrew Eaton,,
34,1429,tt0307901,25th Hour,2003,,"Edward Norton, Philip Seymour Hoffman, Barry Pepper, Rosario Dawson, Anna Paquin, Brian Cox, Tony Siragusa, Levani, Tony Devon, Misha Kuznetsov, Isiah Whitlock Jr., Michael Genet, Patrice O'Neal, Al Palagonia, Aaron Stanford, Marc H. Simon, Armando Riesco, Brad Williams, Rodney ""Bear"" Jackson, Keith Nobbs, Felicia Finley, Radu Spinghel, Dania Ramirez, Oleg Prudius, Igor Zhivotovsky, Paul Diomede, Cynthia Darlow, Michole Briana White, Vanessa Ferlito, Coati Mundi, Larissa Drekonja, Christine Pepe, Lawrence Bullock, Patrick Illig, Maja Niles, Daniel Reton, Ed Rubeo, Peter James Kelsch, A.J. McCoy, R.L. Brazil, Howard Crowns, DJ Cipha Sounds, Jamil Mullen, Louis Modafferi, Alan Taraseiwicz, Nicholas Rossomodo, Jeffrey Palazzo, Douglas Miller, Mike Fiore, Andre Fletcher, Carl Bini, Joseph Mascall, John Bergen, Mark Alan, Keith Bright, Gabe Castillo, Tonya Cornelisse, Alexander Emmert, Guy A. Fortt, Jason Horton, Vivian Kalinov, Frank Matthews, Karen Nazarov, Mark Wallace, Greg Orvis, Jason Pierce, Rumaisa Rahman, Arloa Reston, Stacy Lynn Spierer, Ruben Vidal",Spike Lee,,,,,,,,,Terence Blanchard,"Tobey Maguire, Jon Kilik, Spike Lee, Julia Chasman",,
35,6557,tt0988595,27 Dresses,2008,,"Katherine Heigl, James Marsden, Malin Åkerman, Judy Greer, Edward Burns, Melora Hardin, Brian Kerwin, Maulik Pancholy, David Castro, Krysten Ritter, Michael Ziegfeld, Jennifer Lim, Danielle Skraastad, Yetta Gottesman, Erin Fogel, Bern Cohen, Brigitte Bourdeau, Peyton List, Charli Barcena, Jane Pfitsch, Laksh Singh, Lyralen Kaye, Ronald Guttman, Ron Simons, Robert Clohessy, Michael Mosley, Alyssa Bresnahan, Ellen H. Schwartz, Jennifer Bassey, Alexa Havins, Richard O'Rourke",Anne Fletcher,,,,"Robert F. Newmyer, Becki Cross Trujillo, Michael Mayer, Erin Stam",,,"Amanda Goodpaster, Charles Martin Inouye",,Randy Edelman,"Roger Birnbaum, Gary Barber, Jonathan Glickman",,Aline Brosh McKenna
36,10468,tt0191754,28 Days,2000,,"Sandra Bullock, Viggo Mortensen, Dominic West, Elizabeth Perkins, Alan Tudyk, Steve Buscemi, Reni Santoni, Marianne Jean-Baptiste, Mike O'Malley, Azura Skye, Diane Ladd, Margo Martindale, Joanne Pankow, Susan Krebs, Katie Scharf, Meredith Deane, Loudon Wainwright III, Corinne Reilly, Christina Chang, Jim Moody, Brittani Warrick, Elijah Kelley, Ric Reitz, Andrew Dolan, Maeve McGuire, Frank Hoyt Taylor, Dan Byrd",Betty Thomas,,,,Jenno Topping,Richard Gibbs,,,,,Celia D. Costas,,
37,170,tt0289043,28 Days Later,2003,,"Cillian Murphy, Naomie Harris, Brendan Gleeson, Megan Burns, Christopher Eccleston, Noah Huntley, Christopher Dunne, Emma Hitching, Luke Mably, Stuart McQuarrie, Ricci Harnett, Leo Bill, Junior Laniyan, Ray Panthaki, Alex Palmer, Bindu De Stoppani, Jukka Hiltunen, David Schneider, Toby Sedgwick, Tristan Matthiae, Al Stokes, Steen Young, Sebastian Knapp, Paul Kasey, Richard Dwyer, Adrian Christopher",Danny Boyle,,,,,,,"Lee Herrick, Hugo Adams",,John Murphy,Andrew Macdonald,,
38,1562,tt0463854,28 Weeks Later,2007,,"Robert Carlyle, Rose Byrne, Jeremy Renner, Harold Perrineau, Catherine McCormack, Imogen Poots, Idris Elba, Mackintosh Muggleton, Amanda Walker, Shahid Ahmed, Garfield Morgan, Emily Beecham, Jordan El-Balawi, Meghan Popiel, Stewart Alexander, Philip Bulcock, Chris Ryman, Tristan Tait, William Meredith, Thomas Garvey, Tom Bodell, Andrew Byron, Sarah Finigan, Roderic Culver, Maeve Malley-Ryan, Ed Coleman, Karen Meagher, Amanda Lawrence, Drew Rhys-Williams, Raymond Waring, Kish Sharma, Jane Thorne, Simon Delaney, Matt Reeves, Dean Alexandrou, Gareth Clarke, Debbie Kurup, Selina Lo, João Costa Menezes, Jude Poyer, Katie Borland, Pip Henderson, Jason Curle",Juan Carlos Fresnadillo,,,,"Danny Boyle, Alex Garland",John Murphy,,Andrew Wilkinson,,,"Andrew Macdonald, Allon Reich, Bernard Bellew, Enrique López Lavigne",,
39,43267,tt0101252,29th Street,1991,,"Anthony LaPaglia, Danny Aiello, Lainie Kazan, Frank Pesce, Robert Forster, Ron Karabatsos, Rick Aiello, Vic Manni, Paul Lazar, Pete Antico, Donna Magnani, Darren Bates, Tony Sirico, Richard K. Olsen, Richard Cerenzio, Philip Ciccone, Joey Gironda, Vic Noto, Sal Ruffino, Sam Shamshak, Adam LaVorgna, Frankie Acciarito, Don Blakely, Hope Alexander-Willis, Leonard Termo, Lou Criscuolo, Karen Duffy, Julie Lott, David Ferraro, Ted Cleanthes, Vincent Chase, Shirley Swanger, Tom Ellis, Tony Lip, Vinnie Curto, Mario Todisco, Richard Tacchino, Rocco Savastano, Jerry Guarino, Bill Ricci, Nicky 'Pops' Anest, George Aggie Anest, Vito Boccanfuso, Anne Sterling, Bill Phillips, Joe Roberto, Jim Ondatje, Anthony Montes, Jessen Noviello, Charles Haugk, Alexander Fehr Blue, Ingrid Van Dorn, Giovanni Gianoni, Lee Boyd, Cecil McKiethen, Jerome Alfano, Eugene Kobisky, Joe Franklin",George Gallo,,,,,,,,,,,,
40,192102,tt2172934,3 Days to Kill,2014,,"Kevin Costner, Hailee Steinfeld, Connie Nielsen, Amber Heard, Tómas Lemarquis, Richard Sammel, Raymond J. Barry, Marc Andréoni, Bruno Ricci, Jonas Bloquet, Ériq Ebouaney, Joakhim Sigue, Alison Valence, Big John, Michaël Vander-Meiren, Paolo Calia, Xavier Lemaître, Dragana Atlija, Omid Zader, Rob Roy Fitzgerald, Scott Burn, Marie Guillard, Éric Naggar, Alexis Jacquin, Frederick Malahieude, Patty Hannock, Romane Ferreira, Philippe Reyno",McG,,,,,,,"Samuel Potin, Mike Flicker, Matt Friedman",,Guillaume Roussel,"Luc Besson, Virginie Besson-Silla, Ryan Kavanaugh, Marc Libert, Adi Hasak",,
41,11630,tt0098966,3 Men and a Little Lady,1990,,"Tom Selleck, Steve Guttenberg, Ted Danson, Nancy Travis, Robin Weisman, Christopher Cazenove, Sheila Hancock, Fiona Shaw, Jonathan Lynn, Sydney Walsh, Patricia Gaul",Emile Ardolino,,,,Jean-François Lepetit,,,,,James Newton Howard,"Ted Field, Robert W. Cort",,
42,16314,tt0103596,3 Ninjas,1992,,"Victor Wong, Michael Treanor, Max Elliott Slade, Chad Power, Rand Kingsley, Alan McRae, Margarita Franco, Kate Sargeant, Joel Swetow, Professor Toru Tanaka, Race Nelson, D.J. Harder, Baha Jackson, Scott Caudill, Tasen Chou, Clifton Powell, Al Septien, Patrick Labyorteaux, Fritzi Burr",Jon Turteltaub,,,,,,,,,,,,
43,18885,tt0109015,3 Ninjas Kick Back,1994,,"Victor Wong, Max Elliott Slade, Sean Fox, J. Evan Bonifant, Caroline Junko King, Dustin Nguyen, Alan McRae, Margarita Franco, Jason Schombing, Angelo Tiffe, Sab Shimono, Don Stark, Kellye Nakahara, Scott Caudill, Tommy Clark, Jeremy Linson, Brian Wagner, Maital Sabban, Gino Dentie, Marcus Giamatti, Jill Ito, Michael Paciorek, Donna Marie Recco, Joey Travolta, Robert Miano, Glen Chin, Killer Khan, Tso Shiao-Hu, Kazuaki Naruse, Syunichiro Yunoki, Hachiro Yamauchi, Toshiyo Matsunaga, Yoshiko Kamiya, Katsumi Honda, Shogo Nakajima, Kyogi Kamui, Seigen Nakayama, Ôfuji, Hayabusa Tenkomori, Shinoburyû, Kasugia, Naoki Fuji, Kensuke Goto, Yousyu Kondo, Masaki Kiryu, Hideki Chiba, Norihito Yagami, Kazuya Matsui",Charles T. Kanganis,,,,,,,,,,,,
44,47816,tt0199290,3 Strikes,2000,,"Brian Hooks, N'Bushe Wright, Faizon Love, E-40, Starletta DuPois, George Wallace, David Alan Grier, Dean Norris, Meagan Good, Mo'Nique, De'Aundre Bonds, Antonio Fargas, Mike Epps, Shawn Fonteno, Yolanda Whittaker",DJ Pooh,,,,,,,,,,,,DJ Pooh
45,5176,tt0381849,3:10 to Yuma,2007,,"Christian Bale, Russell Crowe, Logan Lerman, Dallas Roberts, Peter Fonda, Ben Foster, Johnny Whitworth, Kevin Durand, Luke Wilson, Gretchen Mol, Alan Tudyk, Vinessa Shaw, Lennie Loftin, Rio Alexander, Pat Ricotti, Shawn Howell, Ramon Frank, Deryle J. Lujan, James 'Scotty' Augare, Brian Duffy, Jason Rodriguez, Chris Browning, Chad Brummett, Forrest Fyre, Benjamin Petry, Arron Shiver, Sean Hennigan, Girard Swan, Christopher Berry, David Oliver, Jason Henning, James Blackburn, Brian Brown, Trevor Coppola, Melinda Kramer, Billy Lockwood, J. Nathan Simmons, Art Usher",James Mangold,,,,"Lynwood Spinks, Ryan Kavanaugh",,,Jim Schultz,,Marco Beltrami,Cathy Konrad,,
46,4513,tt0389722,30 Days of Night,2007,,"Josh Hartnett, Melissa George, Ben Foster, Danny Huston, Mark Boone Junior, Craig Hall, Chic Littlewood, Manu Bennett, Nathaniel Lees, Elizabeth Hawthorne, Joel Tobeck, Kate Elliott, Camille Keenan, Peter Feeney, Pua Magasiva, Mark Rendall, Amber Sainsbury, Megan Franich, Jared Turner, Kelson Henderson, John Wraight, Kate Butler, Thomas Newman, Patrick Kake, Rachel Maitland-Smith, Min Windle, Jack Walley, Elizabeth McRae, Joe Dekkers-Reihana, Grant Tilly, John Rawls, Melissa Billington, Jacob Tomuri, Kate O'Rourke, Ben Fransham, Andrew Stehlin, Tim McLachlan, Jarrod Martin, Allan Smith, Aaron Cortesi, Abbey-May Wakefield, Dayna Grant",David Slade,,,,"Mike Richardson, Nathan Kahane, Aubrey Henderson",,,Richard Jory,,Brian Reitzell,"Sam Raimi, Robert Tapert, Joseph Drake",,
47,62206,tt1622547,30 Minutes or Less,2011,,"Jesse Eisenberg, Danny McBride, Aziz Ansari, Nick Swardson, Dilshad Vadsaria, Michael Peña, Bianca Kajlich, Fred Ward, Lucas Fleischer, Brett Gelman, Elizabeth Wright Shapiro, Rebecca Cox, Rick Irwin, Ilyssa Fradin, Staci Lynn Fletcher, Sam Johnston, Jack Foley, Paul Tierney, Gary Brichetto, Torey Adkins, Sam Tedesco, Wayne Bibbs, David Fleischer, Joseph Lyman, Angelique Sky, Richard Brooker, Dana Kimmell",Ruben Fleischer,,,,,Ludwig Göransson,,,,,,,
48,53182,tt1253863,300: Rise of an Empire,2014,,"Sullivan Stapleton, Eva Green, Lena Headey, Callan Mulvey, David Wenham, Rodrigo Santoro, Jack O'Connell, Andrew Tiernan, Ashraf Barhom, Andrew Pleavin, Hans Matheson, Peter Mensah, Ben Turner, Christopher Boyer, Fred Ochs, Price Carson, John Michael Herndon, David Pevsner, Peter Ferdinando, Igal Naor, Luke Roberts, George Georgiou, Farshad Farahat, Christopher Sciueref, Steven Cree, Caitlin Carmichael, Jade Chynoweth, Kevin Fry, David Sterne, Gregor Truter, Vincent Walsh, Nick Court, Mark Killeen, Stefan Ivanov, Atanas Srebrev, Mark Aaron Wagner, Nancy McCrumb, Bo Roberts, Gregory Shelby, Wayne Dalglish, Velimir Velev",Noam Murro,,,,,Junkie XL,,"Tom Kramer, Melissa Muik",,,"Gianni Nunnari, Zack Snyder, Mark Canton, Thomas Tull, Bernie Goldmann, Deborah Snyder",,
49,12138,tt0233142,3000 Miles to Graceland,2001,,"Kurt Russell, Kevin Costner, Courteney Cox, Christian Slater, Kevin Pollak, David Arquette, Jon Lovitz, Howie Long, Thomas Haden Church, Bokeem Woodbine, Ice-T, David Kaye, Louis Lombardi, Shawn Michael Howard, Michael Kopsa, Daisy McCrackin, Sharron Leigh, J. Winston Carroll, Paul Anka, Kim Hawthorne, Campbell Lane, Doug Abrahams, Frank C. Turner, Robert 'Bobby Z' Zajonc, Kelly Carlson, Shawn Klush",Demian Lichtenstein,,,,"Don Carmody, Tracee Stanley",George S. Clinton,,,,,"Elie Samaha, Andrew Stevens, Demian Lichtenstein, Eric Manes, Richard Spero",,
50,2752,tt0243736,40 Days and 40 Nights,2002,,"Josh Hartnett, Shannyn Sossamon, Paulo Costanzo, Adam Trese, Emmanuelle Vaugier, Lorin Heath, Aaron Trainor, Glenn Fitzgerald, Barry Newman, Mary Gross, Maggie Gyllenhaal, Griffin Dunne, Monet Mazur, Christine Chatelain, Keegan Connor Tracy, Michael C. Maronna, Vinessa Shaw, Stefanie von Pfetten, Stanley Anderson",Michael Lehmann,,,,"Debra Hayward, Liza Chasin",,,,,Rolfe Kent,"Tim Bevan, Eric Fellner, Michael London",,Rob Perez
51,480105,tt7329656,47 Meters Down: Uncaged,2019,,"Sophie Nélisse, Corinne Foxx, Sistine Rose Stallone, Brianne Tju, Brec Bassinger, John Corbett, Nia Long, Davi Santos, Khylin Rhambo",Johannes Roberts,,,,,,,,,tomandandy,"Robert Jones, James Harris, Mark Lane",,
52,64686,tt1335975,47 Ronin,2013,,"Keanu Reeves, Hiroyuki Sanada, Kou Shibasaki, Tadanobu Asano, Min Tanaka, Rinko Kikuchi, Jin Akanishi, Masayoshi Haneda, Hiroshi Sogabe, Takato Yonemoto, Shû Nakajima, Hiroshi Yamada, Cary-Hiroyuki Tagawa, Tanroh Ishida, Yorick van Wageningen, Ron Bottitta, Natsuki Kunimoto, Togo Igawa, Akira Koieyama, Haruka Abe, Clyde Kusatsu, Junichi Kajioka, Masashi Fujimoto, Neil Fingleton, Rick Genest, Masayuki Deai",Carl Rinsch,,,,,Ilan Eshkeri,,"Kenneth Karman, Julie Pearce",,,"Eric McLeod, Pamela Abdy, Scott Stuber",,
53,286521,tt2933544,5 Flights Up,2015,,"Morgan Freeman, Diane Keaton, Carrie Preston, Cynthia Nixon, Alysia Reiner, Josh Pais, Claire van der Boom, Korey Jackson, Sterling Jerins, Liza J. Bennett, Gary Wilmes, Joanna Adler, Jimmy Palumbo, Hani Furstenberg, Eric Sheffer Stevens, Hannah Dunne, Grace Rex, Maddie Corman, Miriam Shor, Jackie Hoffman, Jordan Baker, Violet Krumbein, Nadia Gan, Jack Dimich, Ilana Levine, Katrina E. Perkins, Anjili Pal, Marcia DeBonis, Henry Kelemen, Diane Ciesla, Jane Fergus, Ted Sod, Gregg Micheals",Richard Loncraine,,,,,,,,,Max Calo,"Morgan Freeman, Lori McCreary, Charlie Peters, Curtis Burch, Tracy Mercer",,
54,1824,tt0343660,50 First Dates,2004,,"Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin, Lusia Strus, Dan Aykroyd, Amy Hill, Allen Covert, Blake Clark, Maya Rudolph, Pomaika'i Brown, Joe Nakashima, Peter Dante, Dom Magwili, Jonathan Loughran, J.D. Donaruma, Wayne Federman, Kent Avenido, Sharon Omi, Glen Chin, Aukuso Gus Puluti Sr., Christian Gutierrez, James Lee, Kylie Moore, Keali'i Olmos, Tache Uesugi, Lynn Collins, Esmond Chung, Kristin Bauer van Straten, Ishtar Uhvana, Brenda Vivian, Chantell D. Christopher, Nika Williams, Nectar Rose, Jackie Sandler, Linda Segal, Lin Yan, Nicola Hersh, Virginia Reece, Melissa Lawner, Katheryn Winnick, David Suapaia, Peter Chen, Marguerite Cazin, Kevin James, Michael K. Osborn, Denise Bee, Albert Chi, Brian L. Keaulana",Peter Segal,,,,"Daniel Lupi, Jay Roach, Michael Ewing",,,"J.J. George, Stuart Grusin",,Teddy Castellucci,"Steve Golin, Nancy Juvonen, Jack Giarraputo",,
55,197583,tt1777595,50 to 1,2014,,"Skeet Ulrich, Christian Kane, William Devane, Madelyn Deutch, Todd Lowe, David Atkinson, Calvin Borel, Bruce Wayne Eckelman, Hugo Perez, Eloy Casados, Tish Rayburn-Miller, Jessi Badami",Jim Wilson,,,,,,,,,,,,"Jim Wilson, Faith Conro"
56,40807,tt1306980,50/50,2011,,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard, Philip Baker Hall, Serge Houde, Andrew Airlie, Matt Frewer, Peter Kelamis, Jessica Parker Kennedy, Anjelica Huston, Sugar Lyn Beard, Donna Yamamoto, Yee Jee Tso, Sarah Smyth, Daniel Bacon, P. Lynn Johnson, Laura Bertram, Matty Finochio, Marie Avgeropoulos, Luisa D'Oliveira, Veena Sood, Andrea Brooks, Beatrice King, Chilton Crane, Lauren Miller, Jason Vaisvila, Brent Sheppard, Stephanie Belding, Ryan W. Smith, William 'Big Sleeps' Stewart, Amitai Marmorstein, Will Reiser, Christopher De-Schuster, Stephen Colbert, Tom MacNeill, Cameron K. Smith, D.C. Douglas",Jonathan Levine,,,,"Nathan Kahane, Will Reiser",,,Stephen M. Davis,,Michael Giacchino,"Seth Rogen, Evan Goldberg, Ben Karlin",,Will Reiser
57,433627,tt5466186,7 Days in Entebbe,2018,,"Rosamund Pike, Daniel Brühl, Eddie Marsan, Lior Ashkenazi, Nonso Anozie, Ben Schnetzer, Andrea Deck, Denis Ménochet, Angel Bonanni, Juan Pablo Raba, Peter Sullivan, Mark Ivanir, Laurence Bouvard, Brontis Jodorowsky, Natalie Stone, Flynn Allen, Zina Zinchenko, Amir Khoury, Ala Dakka, Paloma Coquant, Trudy Weiss, Vincent Riotta, Danny Scheinmann, Gal Pertsiger, Saffron Scheinmann, Michal Shtamler, Steve John Shepherd, Ingrid Craigie, Gabriel Constantin, Pierre Boulanger, Samy Seghir, Shai Forester, Laurel Lefkow, Omar Berdouni, Ehab Bahous, Ria Zmitrowicz, Noof McEwan, Joerg Stadler, Yiftach Klein, Uri Roodner, Yaron Shavit, Michal Banai, Michael Lewis, Cameron Campbell, Uriel Emil Pollack, Daniel Ben Zenou, Nathan Ravitz, Gil Cohen-Alloro, Guy Zo-Aretz, Lonyo Engele, Tomer Kapon, Romeo Visca, Laura Vivio",José Padilha,,,,"Liza Chasin, Jonathan King, Jeff Skoll, Jo Burn, Olivier Courson, Angela Morrison, Jean-Claude Darmon",,,"Michael Connell, Todd Dahlhoff",,Rodrigo Amarante,"Tim Bevan, Eric Fellner, Kate Solomon, Ron Halpern, Michelle Wright",,
58,13982,tt0118541,8 Heads in a Duffel Bag,1997,,"Joe Pesci, Kristy Swanson, George Hamilton, Dyan Cannon, Andy Comeau, David Spade, Ernestine Mercer, Anthony Mangano, Joe Basile, Frank Roman, Howard George, Tom Platz, Endre Hules, Calvin Levels, John Zurlo, Roger Cobra, Jeff Sanders, Ric Sarabia, Todd Louiso, Miguel Pérez",Tom Schulman,,,,,,,,,,,,Tom Schulman
59,65,tt0298203,8 Mile,2002,,"Eminem, Mekhi Phifer, Brittany Murphy, Kim Basinger, Michael Shannon, Evan Jones, Taryn Manning, Anthony Mackie, De'Angelo Wilson, Omar Benson Miller, Eugene Byrd, Xzibit, Proof, Chloe Greenfield, Brandon T. Jackson",Curtis Hanson,,,,"Jim Whitaker, Paul Rosenberg, Gregory Goodman",,,Carlton Kaller,,,"Curtis Hanson, Brian Grazer, Jimmy Iovine",Eminem,
60,18069,tt0109021,8 Seconds,1994,,"Luke Perry, Stephen Baldwin, Cynthia Geary, James Rebhorn, Carrie Snodgress, Linden Ashby, Renée Zellweger, Lori Heuring, Red Mitchell, Ronnie Claire Edwards, John Swasey, Jonathan Joss, Tonie Perensky, Kix Brooks, Ronnie Dunn, Vince Gill, Xavier Ramirez, David Stanford",John G. Avildsen,,,,"Cyd LeVin, Jeffrey Swab",,,,,Bill Conti,Michael Shamberg,,Monte Merrick
61,1958,tt0283832,8 Women,2002,,"Catherine Deneuve, Isabelle Huppert, Fanny Ardant, Firmine Richard, Emmanuelle Béart, Virginie Ledoyen, Ludivine Sagnier, Danielle Darrieux, Dominique Lamure, Romy Schneider",François Ozon,,,,,Krishna Levy,,,,,"Olivier Delbosc, Marc Missonnier",,Marina de Van
